id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval,gene,pval.fdr,log.pval.fdr,chr,snp_pos_gmean,OR,CI_lower,CI_upper
13090_17_S100A6,ieu-b-18,multiple sclerosis || id:ieu-b-18,13090_17_S100A6,Inverse variance weighted,2,0.049354785,0.189594541,0.794618843,S100A6,0.993478776,0.002841407,1,153540051.1,1.050593019,0.724516665,1.52342347
13093_6_SECTM1,ieu-b-18,multiple sclerosis || id:ieu-b-18,13093_6_SECTM1,Inverse variance weighted,2,-0.08599316,0.091423007,0.346906071,SECTM1,0.91472166,0.038711037,17,82495632.38,0.917600507,0.767066136,1.097676786
13094_75_RSPO3,ieu-b-18,multiple sclerosis || id:ieu-b-18,13094_75_RSPO3,Inverse variance weighted,4,0.062381955,0.106398414,0.557670361,RSPO3,0.977196122,0.010018265,6,127136577.9,1.064368808,0.864020369,1.311173904
13095_51_REG1A,ieu-b-18,multiple sclerosis || id:ieu-b-18,13095_51_REG1A,Inverse variance weighted,5,-0.00835262,0.094406031,0.929498759,REG1A,0.998431193,0.000681859,2,79182223.3,0.991682166,0.824161773,1.193253011
13102_1_FAM3D,ieu-b-18,multiple sclerosis || id:ieu-b-18,13102_1_FAM3D,Inverse variance weighted,2,-0.013668375,0.057299083,0.811458887,FAM3D,0.998431193,0.000681859,3,58646887.83,0.986424613,0.88163726,1.10366651
13107_9_LYPD3,ieu-b-18,multiple sclerosis || id:ieu-b-18,13107_9_LYPD3,Inverse variance weighted,2,-0.144655376,0.160173996,0.366465401,LYPD3,0.915766036,0.038215468,19,43467732.28,0.865320452,0.632170333,1.184458438
13109_82_NEGR1,ieu-b-18,multiple sclerosis || id:ieu-b-18,13109_82_NEGR1,Inverse variance weighted,3,-0.068039008,0.107497072,0.526773975,NEGR1,0.977196122,0.010018265,1,71697390.12,0.934224031,0.756741723,1.153332126
13112_179_FSTL1,ieu-b-18,multiple sclerosis || id:ieu-b-18,13112_179_FSTL1,Inverse variance weighted,2,-0.011341054,0.112436105,0.919656313,FSTL1,0.998431193,0.000681859,3,120433984.4,0.988723013,0.793171495,1.232486547
13113_7_SPP1,ieu-b-18,multiple sclerosis || id:ieu-b-18,13113_7_SPP1,Inverse variance weighted,4,-0.113081325,0.220558302,0.608157751,SPP1,0.977196122,0.010018265,4,87953468.95,0.893078027,0.579624038,1.376044317
13114_50_LUM,ieu-b-18,multiple sclerosis || id:ieu-b-18,13114_50_LUM,Inverse variance weighted,3,-0.092091626,0.110656578,0.405279633,LUM,0.940720759,0.026539272,12,91106088.38,0.912021581,0.734196541,1.132916484
13116_25_CD177,ieu-b-18,multiple sclerosis || id:ieu-b-18,13116_25_CD177,Inverse variance weighted,9,-0.004497628,0.032968757,0.891488535,CD177,0.998431193,0.000681859,19,43396821.41,0.995512471,0.933218054,1.061965181
13118_5_SMOC1,ieu-b-18,multiple sclerosis || id:ieu-b-18,13118_5_SMOC1,Inverse variance weighted,3,0.03291429,0.111761738,0.768372733,SMOC1,0.993478776,0.002841407,14,70002296.2,1.033461957,0.83015843,1.286553962
13119_26_SERPINA10,ieu-b-18,multiple sclerosis || id:ieu-b-18,13119_26_SERPINA10,Inverse variance weighted,17,-0.019008973,0.029978724,0.526027233,SERPINA10,0.977196122,0.010018265,14,94279955.46,0.981170558,0.925179717,1.040549903
13122_19_FLRT2,ieu-b-18,multiple sclerosis || id:ieu-b-18,13122_19_FLRT2,Inverse variance weighted,9,0.067638568,0.053073256,0.202508272,FLRT2,0.824344627,0.083891188,14,85457072.82,1.069978514,0.964268966,1.187276643
13123_3_FLRT3,ieu-b-18,multiple sclerosis || id:ieu-b-18,13123_3_FLRT3,Inverse variance weighted,8,0.030087616,0.033121444,0.363665382,FLRT3,0.91472166,0.038711037,20,14370369.38,1.030544822,0.965769184,1.099665064
13124_20_ISLR2,ieu-b-18,multiple sclerosis || id:ieu-b-18,13124_20_ISLR2,Inverse variance weighted,9,0.043806287,0.074940244,0.558850627,ISLR2,0.977196122,0.010018265,15,74126420.55,1.044779948,0.902057881,1.210083259
13125_45_VTN,ieu-b-18,multiple sclerosis || id:ieu-b-18,13125_45_VTN,Inverse variance weighted,9,-0.014312222,0.023073362,0.535065558,VTN,0.977196122,0.010018265,17,28326492.28,0.985789711,0.942201604,1.031394291
13126_52_DSC2,ieu-b-18,multiple sclerosis || id:ieu-b-18,13126_52_DSC2,Inverse variance weighted,3,0.026610563,0.097886057,0.785735484,DSC2,0.993478776,0.002841407,18,31138556.79,1.026967786,0.847685056,1.24416825
13130_150_HK2,ieu-b-18,multiple sclerosis || id:ieu-b-18,13130_150_HK2,Inverse variance weighted,2,0.244534601,0.195420949,0.210816895,HK2,0.828877348,0.081509729,2,74864251,1.277026848,0.870671558,1.87303416
13132_14_SEMA5A,ieu-b-18,multiple sclerosis || id:ieu-b-18,13132_14_SEMA5A,Inverse variance weighted,25,-0.024340424,0.021828587,0.264820006,SEMA5A,0.886168581,0.052483652,5,9426919.391,0.975953416,0.93507882,1.01861474
13242_134_SHANK3,ieu-b-18,multiple sclerosis || id:ieu-b-18,13242_134_SHANK3,Inverse variance weighted,7,0.119175226,0.071719945,0.096577994,SHANK3,0.729061051,0.137236103,22,50556238.25,1.126567305,0.978831402,1.296601121
13381_49_B4GALT1,ieu-b-18,multiple sclerosis || id:ieu-b-18,13381_49_B4GALT1,Inverse variance weighted,2,0.088056289,0.086194406,0.3069698,B4GALT1,0.902817555,0.044400005,9,33230690.87,1.092049591,0.922299983,1.293041668
13388_57_PCSK1,ieu-b-18,multiple sclerosis || id:ieu-b-18,13388_57_PCSK1,Inverse variance weighted,13,0.11285063,0.046790122,0.015871926,PCSK1,0.371943062,0.429523537,5,96476688.35,1.119464706,1.021367067,1.226984176
13405_61_SPINK2,ieu-b-18,multiple sclerosis || id:ieu-b-18,13405_61_SPINK2,Inverse variance weighted,9,0.023849553,0.071814929,0.739815694,SPINK2,0.993478776,0.002841407,4,56849541.84,1.024136228,0.889667299,1.178929488
13416_8_TMEM132D,ieu-b-18,multiple sclerosis || id:ieu-b-18,13416_8_TMEM132D,Inverse variance weighted,19,0.048994902,0.043555265,0.260635449,TMEM132D,0.886168581,0.052483652,12,129599037.9,1.050214997,0.964280148,1.143808199
13427_66_MAN1C1,ieu-b-18,multiple sclerosis || id:ieu-b-18,13427_66_MAN1C1,Inverse variance weighted,3,-0.092141915,0.193454627,0.633862595,MAN1C1,0.977196122,0.010018265,1,25621644.02,0.911975718,0.624182189,1.332463059
13434_172_PARVA,ieu-b-18,multiple sclerosis || id:ieu-b-18,13434_172_PARVA,Inverse variance weighted,2,0.28951726,0.17523794,0.098506421,PARVA,0.729061051,0.137236103,11,12199593.74,1.335782497,0.947480331,1.883221025
13463_1_PXDN,ieu-b-18,multiple sclerosis || id:ieu-b-18,13463_1_PXDN,Inverse variance weighted,4,0.001385796,0.125083147,0.991160416,PXDN,0.998431193,0.000681859,2,1700205.795,1.001386757,0.783662236,1.279601582
13472_35_HDHD2,ieu-b-18,multiple sclerosis || id:ieu-b-18,13472_35_HDHD2,Inverse variance weighted,3,0.079594418,0.087436654,0.362659307,HDHD2,0.91472166,0.038711037,18,47101763.38,1.082847795,0.912304535,1.28527186
13519_112_ARHGEF25,ieu-b-18,multiple sclerosis || id:ieu-b-18,13519_112_ARHGEF25,Inverse variance weighted,2,0.289167273,0.272018347,0.287762329,ARHGEF25,0.890498002,0.05036705,12,57832199.03,1.335315072,0.783496498,2.275780869
13552_7_SWAP70,ieu-b-18,multiple sclerosis || id:ieu-b-18,13552_7_SWAP70,Inverse variance weighted,5,0.045619793,0.042519557,0.283310075,SWAP70,0.889636358,0.050787476,11,9686142.259,1.046676381,0.962983945,1.137642484
13590_1_REXO2,ieu-b-18,multiple sclerosis || id:ieu-b-18,13590_1_REXO2,Inverse variance weighted,2,-0.088544432,0.131845867,0.501854086,REXO2,0.974934076,0.01102475,11,114467142.3,0.915262443,0.706831953,1.185154881
13597_20_RAB31,ieu-b-18,multiple sclerosis || id:ieu-b-18,13597_20_RAB31,Inverse variance weighted,2,0.241546691,0.145372611,0.09659913,RAB31,0.729061051,0.137236103,18,9644083.383,1.273216901,0.957543981,1.692957514
13622_16_PPP2R5A,ieu-b-18,multiple sclerosis || id:ieu-b-18,13622_16_PPP2R5A,Inverse variance weighted,2,-0.100317448,0.269669715,0.709891981,PPP2R5A,0.993478776,0.002841407,1,212291303.6,0.904550224,0.533193922,1.534546952
13632_10_ZYX,ieu-b-18,multiple sclerosis || id:ieu-b-18,13632_10_ZYX,Inverse variance weighted,2,-0.11086281,0.197202033,0.573994177,ZYX,0.977196122,0.010018265,7,143438151.6,0.895061534,0.608122587,1.317390879
13666_222_CA10,ieu-b-18,multiple sclerosis || id:ieu-b-18,13666_222_CA10,Inverse variance weighted,5,-0.074192549,0.085654588,0.386389809,CA10,0.94043714,0.026670228,17,51799606.99,0.928492897,0.784996876,1.098219732
13669_6_FGFR3,ieu-b-18,multiple sclerosis || id:ieu-b-18,13669_6_FGFR3,Inverse variance weighted,3,-0.073478254,0.108998188,0.500232721,FGFR3,0.973425835,0.011697132,4,1716096.782,0.929156351,0.750425648,1.150455781
13671_40_ELANE,ieu-b-18,multiple sclerosis || id:ieu-b-18,13671_40_ELANE,Inverse variance weighted,14,-0.124193606,0.093185465,0.182611474,ELANE,0.787982734,0.103483299,19,822648.899,0.88320883,0.735770435,1.060191875
13676_46_INHBB,ieu-b-18,multiple sclerosis || id:ieu-b-18,13676_46_INHBB,Inverse variance weighted,3,0.005314637,0.048337965,0.912451029,INHBB,0.998431193,0.000681859,2,120502357.1,1.005328785,0.91445431,1.105233969
13682_47_CSF1R,ieu-b-18,multiple sclerosis || id:ieu-b-18,13682_47_CSF1R,Inverse variance weighted,3,0.201839561,0.137535241,0.142227056,CSF1R,0.769556868,0.113759282,5,150061129.8,1.22365167,0.934513214,1.602249586
13686_2_IL5RA,ieu-b-18,multiple sclerosis || id:ieu-b-18,13686_2_IL5RA,Inverse variance weighted,18,-0.017758589,0.036221579,0.623938255,IL5RA,0.977196122,0.010018265,3,3091264.311,0.982398166,0.915071675,1.054678209
13692_154_WISP1,ieu-b-18,multiple sclerosis || id:ieu-b-18,13692_154_WISP1,Inverse variance weighted,20,0.036715184,0.027595184,0.183356064,WISP1,0.788157408,0.103387038,8,133263061.4,1.037397511,0.982778637,1.095051883
13700_10_ANXA2,ieu-b-18,multiple sclerosis || id:ieu-b-18,13700_10_ANXA2,Inverse variance weighted,19,0.013869285,0.045478376,0.760393279,ANXA2,0.993478776,0.002841407,15,60417544.32,1.01396591,0.927494577,1.108499059
13717_15_FCN2,ieu-b-18,multiple sclerosis || id:ieu-b-18,13717_15_FCN2,Inverse variance weighted,24,-0.02131356,0.036837659,0.5628721,FCN2,0.977196122,0.010018265,9,134960740.3,0.978911969,0.910724017,1.052205305
13720_95_PRTN3,ieu-b-18,multiple sclerosis || id:ieu-b-18,13720_95_PRTN3,Inverse variance weighted,15,0.060665953,0.077027063,0.430934986,PRTN3,0.959725636,0.017852904,19,803125.337,1.062543915,0.913650568,1.235701712
13733_5_IL12B,ieu-b-18,multiple sclerosis || id:ieu-b-18,13733_5_IL12B,Inverse variance weighted,8,-0.042708332,0.045686322,0.349882821,IL12B,0.91472166,0.038711037,5,159273601.2,0.958190823,0.876118851,1.047951031
13740_51_FRZB,ieu-b-18,multiple sclerosis || id:ieu-b-18,13740_51_FRZB,Inverse variance weighted,6,-0.019920332,0.033014825,0.546258997,FRZB,0.977196122,0.010018265,2,182867478.5,0.980276766,0.918852758,1.045806883
13748_4_CCL8,ieu-b-18,multiple sclerosis || id:ieu-b-18,13748_4_CCL8,Inverse variance weighted,28,-0.017224658,0.027928308,0.537402601,CCL8,0.977196122,0.010018265,17,34313607.65,0.982922838,0.930564264,1.038227388
13930_3_APOBEC3G,ieu-b-18,multiple sclerosis || id:ieu-b-18,13930_3_APOBEC3G,Inverse variance weighted,2,-0.161466089,0.140730642,0.251240558,APOBEC3G,0.882405861,0.054331616,22,39086707.58,0.850895386,0.645778866,1.12116236
13931_22_PSMD9,ieu-b-18,multiple sclerosis || id:ieu-b-18,13931_22_PSMD9,Inverse variance weighted,3,0.19860673,0.126567299,0.116606269,PSMD9,0.758928934,0.119798889,12,121808770.1,1.2197022,0.951738301,1.563111892
13934_3_MCF2L,ieu-b-18,multiple sclerosis || id:ieu-b-18,13934_3_MCF2L,Inverse variance weighted,3,0.111789083,0.080167995,0.16318619,MCF2L,0.770452832,0.113253944,13,112911094.6,1.118276972,0.95567232,1.308548297
13940_19_IFI16,ieu-b-18,multiple sclerosis || id:ieu-b-18,13940_19_IFI16,Inverse variance weighted,2,-0.499001906,0.196258076,0.011003733,IFI16,0.302142037,0.519788847,1,159033909.2,0.607136336,0.413264385,0.891958138
13944_3_SULT1A3,ieu-b-18,multiple sclerosis || id:ieu-b-18,13944_3_SULT1A3,Inverse variance weighted,2,0.327375445,0.221431236,0.139286847,SULT1A3,0.769556868,0.113759282,16,30154490.31,1.387322242,0.898858389,2.141230507
13947_371_NUDT12,ieu-b-18,multiple sclerosis || id:ieu-b-18,13947_371_NUDT12,Inverse variance weighted,5,0.038681261,0.044027727,0.379636665,NUDT12,0.933160436,0.030043683,5,103607980.7,1.039439121,0.953502642,1.133120811
13972_4_HSD17B14,ieu-b-18,multiple sclerosis || id:ieu-b-18,13972_4_HSD17B14,Inverse variance weighted,2,0.078694883,0.322664473,0.807315426,HSD17B14,0.996607537,0.001475833,19,48845507.04,1.081874174,0.574803243,2.036265007
13983_27_CRYZ,ieu-b-18,multiple sclerosis || id:ieu-b-18,13983_27_CRYZ,Inverse variance weighted,12,0.04691302,0.028807981,0.103424616,CRYZ,0.729061051,0.137236103,1,74729502.15,1.048030848,0.990494841,1.108909015
13986_6_LANCL1,ieu-b-18,multiple sclerosis || id:ieu-b-18,13986_6_LANCL1,Inverse variance weighted,2,0.419539112,0.175959532,0.017111964,LANCL1,0.371943062,0.429523537,2,210558756.4,1.521260263,1.077516039,2.147747878
13988_67_NMRAL1,ieu-b-18,multiple sclerosis || id:ieu-b-18,13988_67_NMRAL1,Inverse variance weighted,12,-0.002522639,0.077293344,0.973963892,NMRAL1,0.998431193,0.000681859,16,4467432.987,0.99748054,0.857256939,1.160640856
13998_26_ADSSL1,ieu-b-18,multiple sclerosis || id:ieu-b-18,13998_26_ADSSL1,Inverse variance weighted,6,-0.027551685,0.123462528,0.823412323,ADSSL1,0.998431193,0.000681859,14,104755870.9,0.972824401,0.763732074,1.239161412
14006_36_GNMT,ieu-b-18,multiple sclerosis || id:ieu-b-18,14006_36_GNMT,Inverse variance weighted,3,0.031971817,0.072480593,0.659134342,GNMT,0.986475005,0.005913914,6,43094884.24,1.032488406,0.895753383,1.190095765
14009_65_TNFAIP3,ieu-b-18,multiple sclerosis || id:ieu-b-18,14009_65_TNFAIP3,Inverse variance weighted,2,0.009586072,0.199178056,0.96161411,TNFAIP3,0.998431193,0.000681859,6,137775459.5,1.009632165,0.683312545,1.491787495
14012_17_DHX58,ieu-b-18,multiple sclerosis || id:ieu-b-18,14012_17_DHX58,Inverse variance weighted,3,-0.148510441,0.091967227,0.10634986,DHX58,0.733622989,0.134527068,17,42337408.66,0.861991007,0.719811286,1.032254581
14047_78_BDNF,ieu-b-18,multiple sclerosis || id:ieu-b-18,14047_78_BDNF,Inverse variance weighted,3,0.154311934,0.253233565,0.542281846,BDNF,0.977196122,0.010018265,11,27707341.02,1.166854811,0.710329839,1.916785803
14048_7_IL1RAP,ieu-b-18,multiple sclerosis || id:ieu-b-18,14048_7_IL1RAP,Inverse variance weighted,20,0.007723103,0.022866586,0.735554452,IL1RAP,0.993478776,0.002841407,3,190597440.2,1.007753003,0.963584199,1.053946418
14054_17_IL15RA,ieu-b-18,multiple sclerosis || id:ieu-b-18,14054_17_IL15RA,Inverse variance weighted,17,-0.098014602,0.079769738,0.219177133,IL15RA,0.84164019,0.074873534,10,6020707.212,0.906635665,0.775410053,1.060069088
14066_49_MAGI2,ieu-b-18,multiple sclerosis || id:ieu-b-18,14066_49_MAGI2,Inverse variance weighted,15,0.033110927,0.035527481,0.351346494,MAGI2,0.91472166,0.038711037,7,79121157.22,1.033665195,0.96413598,1.108208548
14067_6_PKP2,ieu-b-18,multiple sclerosis || id:ieu-b-18,14067_6_PKP2,Inverse variance weighted,3,0.202765293,0.170146988,0.2333763,PKP2,0.86119953,0.064896216,12,32967710.32,1.224784968,0.87746097,1.709589681
14076_74_CST4,ieu-b-18,multiple sclerosis || id:ieu-b-18,14076_74_CST4,Inverse variance weighted,7,0.000292739,0.052678987,0.995566143,CST4,0.998431193,0.000681859,20,23765659.4,1.000292782,0.902164795,1.109094099
14079_14_IL18R1,ieu-b-18,multiple sclerosis || id:ieu-b-18,14079_14_IL18R1,Inverse variance weighted,7,-0.016287405,0.032114913,0.61204243,IL18R1,0.977196122,0.010018265,2,102278981.6,0.983844517,0.923824986,1.047763429
14090_23_DEF6,ieu-b-18,multiple sclerosis || id:ieu-b-18,14090_23_DEF6,Inverse variance weighted,2,0.088867596,0.19725023,0.652326683,DEF6,0.984902148,0.006606915,6,35488212.9,1.092935938,0.742492243,1.608783089
14091_42_CBR3,ieu-b-18,multiple sclerosis || id:ieu-b-18,14091_42_CBR3,Inverse variance weighted,9,-0.063487917,0.042249544,0.132919306,CBR3,0.769556868,0.113759282,21,36119519.75,0.938485459,0.863901067,1.019509051
14100_63_C1QC,ieu-b-18,multiple sclerosis || id:ieu-b-18,14100_63_C1QC,Inverse variance weighted,11,-0.012837006,0.045457099,0.777638135,C1QC,0.993478776,0.002841407,1,22551118.87,0.987245036,0.903090129,1.079241962
14101_2_CNTFR,ieu-b-18,multiple sclerosis || id:ieu-b-18,14101_2_CNTFR,Inverse variance weighted,5,0.229628212,0.182287836,0.207777161,CNTFR,0.828248534,0.081839324,9,34520280.29,1.258132164,0.880156147,1.798426958
14107_1_MTHFS,ieu-b-18,multiple sclerosis || id:ieu-b-18,14107_1_MTHFS,Inverse variance weighted,8,-0.024030617,0.044100375,0.585817263,MTHFS,0.977196122,0.010018265,15,79867501.44,0.976255819,0.895415563,1.064394527
14123_34_C10orf54,ieu-b-18,multiple sclerosis || id:ieu-b-18,14123_34_C10orf54,Inverse variance weighted,11,-0.065727621,0.045775853,0.151042775,C10orf54,0.770087598,0.113459871,10,71771202.36,0.936385881,0.856031338,1.0242832
14131_37_EFNB2,ieu-b-18,multiple sclerosis || id:ieu-b-18,14131_37_EFNB2,Inverse variance weighted,3,0.419883218,0.352745799,0.233917481,EFNB2,0.86119953,0.064896216,13,106700545.9,1.521783829,0.762236391,3.038199239
14133_93_IL1R2,ieu-b-18,multiple sclerosis || id:ieu-b-18,14133_93_IL1R2,Inverse variance weighted,5,0.076269916,0.045423566,0.093135961,IL1R2,0.729061051,0.137236103,2,101893229.7,1.079253843,0.987320794,1.179747114
14134_49_AMIGO2,ieu-b-18,multiple sclerosis || id:ieu-b-18,14134_49_AMIGO2,Inverse variance weighted,3,-0.062861791,0.228132891,0.782894483,AMIGO2,0.993478776,0.002841407,12,47227262.08,0.939073253,0.600494224,1.468554635
14151_4_ISG15,ieu-b-18,multiple sclerosis || id:ieu-b-18,14151_4_ISG15,Inverse variance weighted,3,0.037395441,0.144140845,0.795298233,ISG15,0.993478776,0.002841407,1,1028026.325,1.038103448,0.782610138,1.37700589
14158_17_ANXA5,ieu-b-18,multiple sclerosis || id:ieu-b-18,14158_17_ANXA5,Inverse variance weighted,3,0.176872187,0.096304016,0.066268614,ANXA5,0.663838636,0.177937475,4,121753052.9,1.193478541,0.988186647,1.44141902
14273_19_PREP,ieu-b-18,multiple sclerosis || id:ieu-b-18,14273_19_PREP,Inverse variance weighted,2,0.027943914,0.103717735,0.787604407,PREP,0.993478776,0.002841407,6,105232755.2,1.028338007,0.839169265,1.26014989
14636_25_HRSP12,ieu-b-18,multiple sclerosis || id:ieu-b-18,14636_25_HRSP12,Inverse variance weighted,6,-0.048343364,0.099451327,0.626895742,HRSP12,0.977196122,0.010018265,8,98149680.04,0.952806572,0.784061385,1.157868989
14655_1_DNAJC17,ieu-b-18,multiple sclerosis || id:ieu-b-18,14655_1_DNAJC17,Inverse variance weighted,2,-0.276842149,0.298810879,0.354196854,DNAJC17,0.91472166,0.038711037,15,40521115.54,0.758174166,0.422100656,1.361826991
14684_17_CAPN2,ieu-b-18,multiple sclerosis || id:ieu-b-18,14684_17_CAPN2,Inverse variance weighted,2,-0.052476859,0.208075453,0.800885626,CAPN2,0.994202846,0.002524998,1,223709154.7,0.948876279,0.631091293,1.426681374
14708_59_C8G,ieu-b-18,multiple sclerosis || id:ieu-b-18,14708_59_C8G,Inverse variance weighted,6,-0.014807279,0.050306654,0.76849783,C8G,0.993478776,0.002841407,9,136796946.1,0.98530181,0.892786043,1.087404607
14711_27_CST6,ieu-b-18,multiple sclerosis || id:ieu-b-18,14711_27_CST6,Inverse variance weighted,3,-0.095074871,0.182531188,0.602457906,CST6,0.977196122,0.010018265,11,66064082.71,0.909304852,0.6358224,1.30041866
14747_9_CRLF1,ieu-b-18,multiple sclerosis || id:ieu-b-18,14747_9_CRLF1,Inverse variance weighted,4,-0.026082066,0.074359015,0.725769443,CRLF1,0.993478776,0.002841407,19,18623485.95,0.974255133,0.842125913,1.127115376
15300_66_CCDC134,ieu-b-18,multiple sclerosis || id:ieu-b-18,15300_66_CCDC134,Inverse variance weighted,2,0.085770364,0.162805849,0.598314385,CCDC134,0.977196122,0.010018265,22,41993315.64,1.089556098,0.791892918,1.499107346
15304_1_REG3A,ieu-b-18,multiple sclerosis || id:ieu-b-18,15304_1_REG3A,Inverse variance weighted,8,0.024187721,0.058769683,0.680656089,REG3A,0.993478776,0.002841407,2,79190573.85,1.024482617,0.913016928,1.149556597
15305_7_SCGN,ieu-b-18,multiple sclerosis || id:ieu-b-18,15305_7_SCGN,Inverse variance weighted,2,1.178304345,0.246028884,1.67E-06,SCGN,0.000642701,3.191990714,6,25512164.91,3.248860584,2.00588976,5.262051436
15308_108_VWC2,ieu-b-18,multiple sclerosis || id:ieu-b-18,15308_108_VWC2,Inverse variance weighted,9,-0.013088495,0.062247337,0.833460113,VWC2,0.998431193,0.000681859,7,49790916.64,0.986996787,0.87363442,1.115068998
15316_262_TXNL4B,ieu-b-18,multiple sclerosis || id:ieu-b-18,15316_262_TXNL4B,Inverse variance weighted,2,-0.215633595,0.147459615,0.143652704,TXNL4B,0.769556868,0.113759282,16,72136705.03,0.806030582,0.603714159,1.076147195
15326_64_GBP1,ieu-b-18,multiple sclerosis || id:ieu-b-18,15326_64_GBP1,Inverse variance weighted,3,0.083528826,0.095127899,0.379906462,GBP1,0.933160436,0.030043683,1,89191403.68,1.087116552,0.902197472,1.309937607
15333_11_SDF2,ieu-b-18,multiple sclerosis || id:ieu-b-18,15333_11_SDF2,Inverse variance weighted,2,0.043837582,0.11021985,0.690830281,SDF2,0.993478776,0.002841407,17,28561967.8,1.044812645,0.841816415,1.296759535
